분류,대분류,중분류,소분류,기존코드,신규코드,음식명,코드,중복확인,영양성분분석코드,분석명,학습폴더명,1
B,밥류,초밥,24,B010824,B0108024,소라초밥,B0108024,정상,,,,
B,밥류,김밥,23,B010623,B0106023,소시지김밥,B0106023,정상,,,,
B,밥류,국밥,09,B010909,B0109009,쇠고기국밥,B0109009,정상,,,,
B,밥류,김밥,24,B010624,B0106024,쇠고기김밥,B0106024,정상,,,,
B,밥류,"볶음밥,덮밥",52,B010452,B0104052,쇠고기낙지덮밥,B0104052,정상,,,,
B,밥류,"볶음밥,덮밥",53,B010453,B0104053,쇠고기덮밥,B0104053,정상,15008,쇠고기덮밥,소고기덮밥,소고기 덮밥 이름변경
B,밥류,"볶음밥,덮밥",54,B010454,B0104054,쇠고기버섯덮밥,B0104054,정상,,,,
B,밥류,"볶음밥,덮밥",55,B010455,B0104055,쇠고기볶음밥,B0104055,정상,14005,쇠고기볶음밥,쇠고기볶음밥,쇠고기 볶음밥 이름 변경
B,밥류,비빔밥,20,B010320,B0103020,쇠고기비빔밥,B0103020,정상,278374,온더고 소고기&오색비빔밥,쇠고기비빔밥,
B,밥류,"볶음밥,덮밥",02,B010502,B0105002,쇠고기스테이크덮밥,B0105002,정상,,,,
B,밥류,"볶음밥,덮밥",03,B010503,B0105003,쇠고기짜장밥,B0105003,정상,,,,
B,밥류,기타밥,24,B011124,B0111024,쇠고기영양부추밥,B0111024,정상,,,,
B,밥류,"볶음밥,덮밥",04,B010504,B0105004,숯불불고기덮밥,B0105004,정상,,,,
B,밥류,초밥,25,B010825,B0108025,쇠고기초밥,B0108025,정상,,,,
B,밥류,기타밥,25,B011125,B0111025,쇠고기콩나물밥,B0111025,정상,,,,
B,밥류,국밥,10,B010910,B0109010,쇠머리국밥,B0109010,정상,,,,
B,밥류,잡곡밥,12,B010212,B0102012,영양밥,B0102012,정상,13004,영양밥(돌솥밥),영양밥,
B,밥류,비빔밥,21,B010321,B0103021,숙채비빔밥,B0103021,정상,,,,
B,밥류,국밥,11,B010911,B0109011,순대국밥,B0109011,정상,,,,
B,밥류,김밥,25,B010625,B0106025,숯불고기김밥,B0106025,정상,,,,
B,밥류,김밥,26,B010626,B0106026,숯불닭갈비김밥,B0106026,정상,,,,
B,밥류,"볶음밥,덮밥",05,B010505,B0105005,스테이크덮밥,B0105005,정상,,,,
B,밥류,"볶음밥,덮밥",06,B010506,B0105006,스테이크볶음밥,B0105006,정상,,,,
B,밥류,"볶음밥,덮밥",07,B010507,B0105007,스팸볶음밥,B0105007,정상,,,,
B,밥류,김밥,27,B010627,B0106027,스팸김밥,B0106027,정상,,,,
B,밥류,김밥,28,B010628,B0106028,스팸김치김밥,B0106028,정상,,,,
B,밥류,김밥,29,B010629,B0106029,스팸꼬마김밥,B0106029,정상,,,,
B,밥류,"볶음밥,덮밥",08,B010508,B0105008,아스파라거스볶음밥,B0105008,정상,,,,
B,밥류,주먹밥,09,B010709,B0107009,스팸주먹밥,B0107009,정상,,,,
B,밥류,김밥,30,B010630,B0106030,스팸치즈달걀김밥,B0106030,정상,,,,
B,밥류,기타밥,37,B011137,B0111037,시래기밥,B0111037,정상,,,,
B,밥류,쌀밥,02,B010102,B0101002,쌀밥,B0101002,정상,,,,
B,밥류,기타밥,38,B011138,B0111038,쌈밥,B0111038,정상,,,,
B,밥류,초밥,26,B010826,B0108026,아보카도김마끼,B0108026,정상,,,,
B,밥류,"볶음밥,덮밥",09,B010509,B0105009,연어볶음밥,B0105009,정상,,,,
B,밥류,비빔밥,22,B010322,B0103022,알밥,B0103022,정상,,,,
B,밥류,김밥,41,B010641,B0106041,야채김밥,B0106041,정상,,,,
B,밥류,비빔밥,23,B010323,B0103023,어린잎채소비빔밥,B0103023,정상,,,,
B,밥류,김밥,31,B010631,B0106031,어묵김밥,B0106031,정상,,,,
B,밥류,초밥,27,B010827,B0108027,연어롤,B0108027,정상,,,,
B,밥류,"볶음밥,덮밥",10,B010510,B0105010,연어회덮밥,B0105010,정상,306501,연어덮밥,연어덮밥,연어덮밥대체
B,밥류,비빔밥,24,B010324,B0103024,연어새싹비빔밥,B0103024,정상,,,,
B,밥류,비빔밥,25,B010325,B0103025,연어알밥,B0103025,정상,,,,
B,밥류,초밥,28,B010828,B0108028,연어알초밥,B0108028,정상,302847,연어알초밥,연어알초밥,
B,밥류,초밥,29,B010829,B0108029,연어초밥,B0108029,정상,,,,
B,밥류,"볶음밥,덮밥",11,B010511,B0105011,오리고기볶음밥,B0105011,정상,,,,
B,밥류,기타밥,26,B011126,B0111026,연잎밥,B0111026,정상,,,,
B,밥류,비빔밥,26,B010326,B0103026,열무보리비빔밥,B0103026,정상,,,,
B,밥류,비빔밥,27,B010327,B0103027,열무비빔밥,B0103027,정상,,,,
B,밥류,잡곡밥,13,B010213,B0102013,오곡밥,B0102013,정상,,,,
B,밥류,잡곡밥,14,B010214,B0102014,옥수수밥,B0102014,정상,,,,
B,밥류,잡곡밥,15,B010215,B0102015,완두콩밥,B0102015,정상,,,,
B,밥류,"볶음밥,덮밥",12,B010512,B0105012,오징어덮밥,B0105012,정상,,,,
B,밥류,오므라이스,03,B011003,B0110003,오므라이스,B0110003,정상,,,,
B,밥류,"볶음밥,덮밥",13,B010513,B0105013,오징어볶음밥,B0105013,정상,,,,
B,밥류,"볶음밥,덮밥",14,B010514,B0105014,오징어짜장덮밥,B0105014,정상,,,,
B,밥류,"볶음밥,덮밥",15,B010515,B0105015,인도식커리,B0105015,정상,,,인도식카레,
B,밥류,초밥,30,B010830,B0108030,오징어초밥,B0108030,정상,,,,
B,밥류,잡곡밥,16,B010216,B0102016,율무밥,B0102016,정상,,,,
B,밥류,잡곡밥,17,B010217,B0102017,잡곡밥,B0102017,정상,12011,잡곡밥,잡곡밥,
B,밥류,초밥,31,B010831,B0108031,우럭초밥,B0108031,정상,,,,
B,밥류,초밥,32,B010832,B0108032,유부초밥,B0108032,정상,16004,유부초밥,유부초밥,
B,밥류,비빔밥,28,B010328,B0103028,육회비빔밥,B0103028,정상,,,,
B,밥류,초밥,33,B010833,B0108033,육회초밥,B0108033,정상,,,,
B,밥류,잡곡밥,18,B010218,B0102018,차수수밥,B0102018,정상,,,,
B,밥류,"볶음밥,덮밥",16,B010516,B0105016,일본식돼지고기덮밥,B0105016,정상,,,,
B,밥류,"볶음밥,덮밥",17,B010517,B0105017,잔멸치채소볶음밥,B0105017,정상,,,,
B,밥류,"볶음밥,덮밥",18,B010518,B0105018,전복볶음밥,B0105018,정상,,,,
B,밥류,잡곡밥,19,B010219,B0102019,차조밥,B0102019,정상,,,,
B,밥류,기타밥,27,B011127,B0111027,잡채밥,B0111027,정상,,,,
B,밥류,기타밥,28,B011128,B0111028,잡탕밥,B0111028,정상,,,,
B,밥류,"볶음밥,덮밥",19,B010519,B0105019,중화볶음밥,B0105019,정상,,,,
B,밥류,초밥,34,B010834,B0108034,장어초밥,B0108034,정상,,,,
B,밥류,"볶음밥,덮밥",20,B010520,B0105020,짜장밥,B0105020,정상,15013,짜장밥,,
B,밥류,초밥,35,B010835,B0108035,전복초밥,B0108035,정상,,,,
B,밥류,주먹밥,10,B010710,B0107010,주먹밥,B0107010,정상,,,,
B,밥류,"볶음밥,덮밥",21,B010521,B0105021,쭈꾸미덮밥,B0105021,정상,,,,
B,밥류,비빔밥,29,B010329,B0103029,중화비빔밥,B0103029,정상,,,,
B,밥류,기타밥,35,B011135,B0111035,즉석밥,B0111035,정상,,,,
B,밥류,김밥,32,B010632,B0106032,진미채김밥,B0106032,정상,,,,
B,밥류,"볶음밥,덮밥",22,B010522,B0105022,차돌박이김치볶음밥,B0105022,정상,,,,
B,밥류,국밥,12,B010912,B0109012,짬뽕밥,B0109012,정상,,,,
B,밥류,"볶음밥,덮밥",23,B010523,B0105023,참치김치볶음밥,B0105023,정상,,,,
B,밥류,초밥,36,B010836,B0108036,쭈꾸미초밥,B0108036,정상,,,,
B,밥류,"볶음밥,덮밥",24,B010524,B0105024,참치마요덮밥,B0105024,정상,,,,
B,밥류,잡곡밥,20,B010220,B0102020,찰밥,B0102020,정상,,,,
B,밥류,잡곡밥,21,B010221,B0102021,콩밥,B0102021,정상,12015,콩밥,콩밥,
B,밥류,잡곡밥,22,B010222,B0102022,통밀밥,B0102022,정상,,,,
B,밥류,비빔밥,30,B010330,B0103030,참나물비빔밥,B0103030,정상,,,,
B,밥류,김밥,33,B010633,B0106033,참치고추김밥,B0106033,정상,,,,
B,밥류,"볶음밥,덮밥",25,B010525,B0105025,참치볶음밥,B0105025,정상,,,,
B,밥류,김밥,34,B010634,B0106034,참치마요김밥,B0106034,정상,,,,
B,밥류,"볶음밥,덮밥",26,B010526,B0105026,참치회덮밥,B0105026,정상,,,,
B,밥류,"볶음밥,덮밥",27,B010527,B0105027,챠슈덮밥,B0105027,정상,,,,
B,밥류,비빔밥,31,B010331,B0103031,참치비빔밥,B0103031,정상,,,,
B,밥류,주먹밥,11,B010711,B0107011,참치오이주먹밥,B0107011,정상,,,,
B,밥류,주먹밥,12,B010712,B0107012,참치주먹밥,B0107012,정상,,,,
B,밥류,초밥,37,B010837,B0108037,참치초밥,B0108037,정상,,,,
B,밥류,"볶음밥,덮밥",28,B010528,B0105028,치즈김치볶음밥,B0105028,정상,,,,
B,밥류,쌀밥,03,B010103,B0101003,찹쌀밥,B0101003,정상,,,,
B,밥류,비빔밥,32,B010332,B0103032,채소비빔밥,B0103032,정상,,,,
B,밥류,"볶음밥,덮밥",29,B010529,B0105029,치즈볶음밥,B0105029,정상,,,,
B,밥류,비빔밥,33,B010333,B0103033,청포묵비빔밥,B0103033,정상,,,,
B,밥류,초밥,38,B010838,B0108038,초밥,B0108038,정상,,,,
B,밥류,김밥,35,B010635,B0106035,충무김밥,B0106035,정상,,,,
B,밥류,기타밥,29,B011129,B0111029,취나물밥,B0111029,정상,,,,
B,밥류,김밥,36,B010636,B0106036,치즈김밥,B0106036,정상,,,,
B,밥류,"볶음밥,덮밥",30,B010530,B0105030,치즈채소볶음밥,B0105030,정상,,,,
B,밥류,"볶음밥,덮밥",31,B010531,B0105031,치킨덮밥,B0105031,정상,,,,
B,밥류,김밥,37,B010637,B0106037,치즈불닭김밥,B0106037,정상,,,,
B,밥류,비빔밥,34,B010334,B0103034,치즈알밥,B0103034,정상,,,,
B,밥류,"볶음밥,덮밥",32,B010532,B0105032,치킨마요덮밥,B0105032,정상,,,,
B,밥류,"볶음밥,덮밥",33,B010533,B0105033,카레라이스,B0105033,정상,,,,
B,밥류,"볶음밥,덮밥",34,B010534,B0105034,카레볶음밥,B0105034,정상,305227,카레볶음밥,카레볶음밥,
B,밥류,오므라이스,04,B011004,B0110004,칠리새우오므라이스,B0110004,정상,,,,
B,밥류,"볶음밥,덮밥",35,B010535,B0105035,파인애플볶음밥,B0105035,정상,,,,
B,밥류,"볶음밥,덮밥",36,B010536,B0105036,파프리카볶음밥,B0105036,정상,,,,
B,밥류,초밥,39,B010839,B0108039,캘리포니아롤,B0108039,정상,,,,
B,밥류,기타밥,39,B011139,B0111039,컵밥,B0111039,정상,,,,
B,밥류,국밥,14,B010914,B0109014,콩나물국밥,B0109014,정상,,,,
B,밥류,기타밥,30,B011130,B0111030,콩나물밥,B0111030,정상,,,,
B,밥류,잡곡밥,23,B010223,B0102023,팥밥,B0102023,정상,,,,
B,밥류,김밥,38,B010638,B0106038,크랩참치김밥,B0106038,정상,,,,
B,밥류,기타밥,31,B011131,B0111031,크림리조또,B0111031,정상,,,,
B,밥류,김밥,39,B010639,B0106039,크림치즈김밥,B0106039,정상,,,,
B,밥류,기타밥,32,B011132,B0111032,클로렐라밥,B0111032,정상,,,,
B,밥류,초밥,40,B010840,B0108040,타코와사비초밥,B0108040,정상,,,,
B,밥류,"볶음밥,덮밥",57,B010457,B0104057,텐동,B0104057,정상,,,텐동,
B,밥류,기타밥,33,B011133,B0111033,톳밥,B0111033,정상,,,,
B,밥류,잡곡밥,24,B010224,B0102024,현미밥,B0102024,정상,11005,현미밥,현미밥,
B,밥류,"볶음밥,덮밥",37,B010537,B0105037,하이라이스,B0105037,정상,,,,
B,밥류,"볶음밥,덮밥",38,B010538,B0105038,해물굴소스볶음밥,B0105038,정상,,,,
B,밥류,잡곡밥,25,B010225,B0102025,홍미밥,B0102025,정상,,,,
B,밥류,"볶음밥,덮밥",39,B010539,B0105039,해물덮밥,B0105039,정상,,,,
B,밥류,비빔밥,35,B010335,B0103035,한치비빔밥,B0103035,정상,,,,
B,밥류,초밥,41,B010841,B0108041,한치초밥,B0108041,정상,,,,
B,밥류,"볶음밥,덮밥",40,B010540,B0105040,햄김치볶음밥,B0105040,정상,,,,
B,밥류,국밥,13,B010913,B0109013,해물누룽지탕,B0109013,정상,,,,
B,밥류,"볶음밥,덮밥",41,B010541,B0105041,햄볶음밥,B0105041,정상,,,,
B,밥류,비빔밥,36,B010336,B0103036,해초비빔밥,B0103036,정상,,,,
B,밥류,김밥,40,B010640,B0106040,햄김밥,B0106040,정상,,,,
B,밥류,"볶음밥,덮밥",42,B010542,B0105042,햄채소볶음밥,B0105042,정상,,,,
B,밥류,"볶음밥,덮밥",43,B010543,B0105043,회덮밥,B0105043,정상,307809,회덮밥,회덮밥,
B,밥류,"볶음밥,덮밥",47,B010547,B0105047,장어덮밥,B0105047,정상,,,,
B,밥류,잡곡밥,26,B010226,B0102026,흑미밥,B0102026,정상,257187,흑미밥,,
B,빵 및 과자류,피자류,01,B020201,B0202001,갈릭피자,B0202001,정상,,,,
B,밥류,기타밥,34,B011134,B0111034,홍합돌솥밥,B0111034,정상,,,,
B,밥류,"볶음밥,덮밥",44,B010544,B0105044,제육 덮밥,B0105044,정상,307767,제육덮밥,제육덮밥,
B,빵 및 과자류,피자류,02,B020202,B0202002,감자치즈씬피자,B0202002,정상,,,,
B,밥류,초밥,42,B010842,B0108042,흰살생선초밥,B0108042,정상,,,,
A,빵 및 과자류,과자류,31,A020531,A0205031,월병,A0205031,정상,,,월병,
B,빵 및 과자류,샌드위치류,01,B020401,B0204001,BLT샌드위치,B0204001,정상,,,,
A,빵 및 과자류,과자류,33,A020533,A0205033,누가,A0205033,정상,294309,땅콩 누가,누가,
A,빵 및 과자류,과자류,01,A020501,A0205001,마카로니과자,A0205001,정상,306861,마카로니 뻥튀기,마카로니과자,
B,빵 및 과자류,샌드위치류,02,B020402,B0204002,감자샌드위치,B0204002,정상,,,,
A,빵 및 과자류,과자류,02,A020502,A0205002,과자,A0205002,정상,,,,
B,빵 및 과자류,샌드위치류,03,B020403,B0204003,게살샌드위치,B0204003,정상,,,,
B,빵 및 과자류,피자류,03,B020203,B0202003,고구마피자,B0202003,정상,,,,
B,빵 및 과자류,샌드위치류,04,B020404,B0204004,고구마치즈브리또,B0204004,정상,,,,
B,빵 및 과자류,피자류,04,B020204,B0202004,고르곤졸라피자,B0202004,정상,,,,
A,빵 및 과자류,과자류,03,A020503,A0205003,깨강정,A0205003,정상,,,,
B,빵 및 과자류,샌드위치류,05,B020405,B0204005,단호박샌드위치,B0204005,정상,,,,
B,빵 및 과자류,샌드위치류,06,B020406,B0204006,달걀샌드위치,B0204006,정상,,,,
A,빵 및 과자류,빵류,02,A020102,A0201002,고구마케이크,A0201002,정상,,,,
B,빵 및 과자류,피자류,05,B020205,B0202005,까르보나라피자,B0202005,정상,,,,
A,빵 및 과자류,빵류,03,A020103,A0201003,고로케,A0201003,정상,,,,
B,빵 및 과자류,피자류,06,B020206,B0202006,깐쇼새우피자,B0202006,정상,,,,
A,빵 및 과자류,과자류,04,A020504,A0205004,나쵸,A0205004,정상,22027,"스낵,나쵸",나쵸,
B,빵 및 과자류,피자류,07,B020207,B0202007,떠먹는포테이토피자,B0202007,정상,,,,
B,빵 및 과자류,피자류,08,B020208,B0202008,또띠아피자,B0202008,정상,,,,
A,빵 및 과자류,과자류,05,A020505,A0205005,두부과자,A0205005,정상,,,,
A,빵 및 과자류,빵류,56,A020156,A0201056,꽃빵,A0201056,정상,,,,
A,빵 및 과자류,빵류,04,A020104,A0201004,꽈배기,A0201004,정상,307817,꽈배기,꽈배기,
A,빵 및 과자류,과자류,06,A020506,A0205006,마들렌,A0205006,정상,,,,
A,빵 및 과자류,빵류,05,A020105,A0201005,녹차카스테라,A0201005,정상,,,,
A,빵 및 과자류,과자류,07,A020507,A0205007,마카롱,A0205007,정상,,,,
A,빵 및 과자류,과자류,08,A020508,A0205008,바나나칩,A0205008,정상,,,,
A,빵 및 과자류,과자류,09,A020509,A0205009,버터쿠키,A0205009,정상,,,,
B,빵 및 과자류,샌드위치류,07,B020407,B0204007,달걀토스트,B0204007,정상,305925,계란토스트,달걀토스트,
B,빵 및 과자류,샌드위치류,08,B020408,B0204008,돈가스샌드위치,B0204008,정상,,,,
B,빵 및 과자류,샌드위치류,09,B020409,B0204009,돼지고기브리또,B0204009,정상,,,,
A,빵 및 과자류,빵류,57,A020157,A0201057,당근케이크,A0201057,정상,,,,
A,빵 및 과자류,빵류,06,A020106,A0201006,도넛,A0201006,정상,,,,
A,빵 및 과자류,빵류,76,A020176,A0201076,도라야끼,A0201076,정상,302525,도라야끼,도라야끼,
B,빵 및 과자류,샌드위치류,10,B020410,B0204010,모닝빵샌드위치,B0204010,정상,,,,
B,빵 및 과자류,샌드위치류,11,B020411,B0204011,베이글샌드위치,B0204011,정상,,,,
A,빵 및 과자류,과자류,10,A020510,A0205010,비스킷,A0205010,정상,,,,
A,빵 및 과자류,빵류,58,A020158,A0201058,딸기타르트,A0201058,정상,304916,딸기타르트,딸기타르트,
B,빵 및 과자류,피자류,09,B020209,B0202009,마르게리따피자,B0202009,정상,,,,
B,빵 및 과자류,피자류,10,B020210,B0202010,바베큐피자,B0202010,정상,,,,
A,빵 및 과자류,빵류,07,A020107,A0201007,롤케이크,A0201007,정상,,,,
A,빵 및 과자류,빵류,75,A020175,A0201075,마늘바게뜨,A0201075,정상,21013,"바게뜨빵,마늘바게뜨",마늘바게트,마늘바게트 이름 대체
A,빵 및 과자류,빵류,08,A020108,A0201008,마늘빵,A0201008,정상,307805,마늘빵,마늘빵,
A,빵 및 과자류,과자류,11,A020511,A0205011,사과파이,A0205011,정상,,,,
B,빵 및 과자류,피자류,11,B020211,B0202011,베이컨감자피자,B0202011,정상,,,,
A,빵 및 과자류,과자류,12,A020512,A0205012,센베이,A0205012,정상,,,,
A,빵 및 과자류,과자류,13,A020513,A0205013,스넥과자,A0205013,정상,,,,
A,빵 및 과자류,과자류,14,A020514,A0205014,쌀강정,A0205014,정상,,,,
A,빵 및 과자류,빵류,09,A020109,A0201009,머핀,A0201009,정상,,,,
A,빵 및 과자류,빵류,10,A020110,A0201010,모닝빵,A0201010,정상,,,,
B,빵 및 과자류,샌드위치류,12,B020412,B0204012,불고기퀘사디아,B0204012,정상,,,,
A,빵 및 과자류,빵류,11,A020111,A0201011,모카빵,A0201011,정상,,,,
A,빵 및 과자류,빵류,12,A020112,A0201012,바게트빵,A0201012,정상,,,,
A,빵 및 과자류,과자류,15,A020515,A0205015,쌀과자,A0205015,정상,,,,
B,빵 및 과자류,피자류,12,B020212,B0202012,베이컨피자,B0202012,정상,,,,
B,빵 및 과자류,샌드위치류,13,B020413,B0204013,블루베리새우또띠아,B0204013,정상,,,,
A,빵 및 과자류,빵류,13,A020113,A0201013,밤식빵,A0201013,정상,,,,
A,빵 및 과자류,과자류,16,A020516,A0205016,약과,A0205016,정상,22045,"한과,약과",약과,
A,빵 및 과자류,빵류,14,A020114,A0201014,베이글,A0201014,정상,,,,
B,빵 및 과자류,샌드위치류,14,B020414,B0204014,샌드위치,B0204014,정상,,,,
B,빵 및 과자류,피자류,13,B020213,B0202013,불고기피자,B0202013,정상,,,,
B,빵 및 과자류,피자류,14,B020214,B0202014,살라미피자,B0202014,정상,272159,피코크 모짜렐라&살라미 피자,살라미피자,
B,빵 및 과자류,햄버거류,01,B020301,B0203001,베이컨햄버거,B0203001,정상,,,,
A,빵 및 과자류,빵류,15,A020115,A0201015,보리빵,A0201015,정상,,,,
B,빵 및 과자류,샌드위치류,15,B020415,B0204015,소고기타코,B0204015,정상,21054,타코(패스트푸드),,
B,빵 및 과자류,피자류,15,B020215,B0202015,새우피자,B0202015,정상,285296,59피자 통새우피자,새우피자,새우 피자 이름변경
B,빵 및 과자류,햄버거류,02,B020302,B0203002,불고기햄버거,B0203002,정상,,,,
A,빵 및 과자류,빵류,16,A020116,A0201016,붕어빵,A0201016,정상,,,,
A,빵 및 과자류,빵류,17,A020117,A0201017,브라우니,A0201017,정상,,,,
B,빵 및 과자류,빵류,55,B020155,B0201055,브루스게타,B0201055,정상,296678,브루스케타,브루스게타,
B,빵 및 과자류,샌드위치류,16,B020416,B0204016,참치샌드위치,B0204016,정상,,,,
A,빵 및 과자류,과자류,17,A020517,A0205017,양갱,A0205017,정상,241046,"양갱,팥",양갱,
A,빵 및 과자류,빵류,18,A020118,A0201018,빵,A0201018,정상,,,,
A,빵 및 과자류,과자류,18,A020518,A0205018,에그타르트,A0205018,정상,,,,
B,빵 및 과자류,피자류,16,B020216,B0202016,스테이크피자,B0202016,정상,,,,
B,빵 및 과자류,햄버거류,03,B020303,B0203003,새우버거,B0203003,정상,,,,
B,빵 및 과자류,피자류,17,B020217,B0202017,씬피자,B0202017,정상,,,,
B,빵 및 과자류,샌드위치류,17,B020417,B0204017,치아바타샌드위치,B0204017,정상,306019,치아바타샌드위치,치아바타샌드위치,치아바타 샌드위치 이름 변경
A,빵 및 과자류,빵류,19,A020119,A0201019,생크림빵,A0201019,정상,,,,
